id	mode	scene	hierarchy	source_sha256	source_utf16_length	translation_base64
serialized_313a40a6976c12aa	exact	*	DebugUIIntField/Panel/>	62b67e1f685b7fef51102005dddd27774be3fee38c42965c53aab035d0b6b221	1	Pg==
serialized_f2135a48dc7e863c	exact	*	DebugUIIntField/Panel/>>>	e93521b2f399211140a1bc409fae86b41f5256ae32d28caf64628dd1e2748f25	3	Pj4+
serialized_40bc08f82f32aa53	exact	*	DebugUIIntField/Panel/Int	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	MAo=
serialized_2bb6595e160441ad	exact	*	DebugUIIntField/Text	f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7	8	5paw5paH5pys
serialized_654714fdfe1aa68d	exact	*	DebugUIMessageBox/Text	02139aeb8beb33c2b046ed83cb14a9e641b6fb52e0c984314f165f42e9ebe572	13	5raI5oGv5paH5pysCg==
serialized_e46a5afc5141e49c	exact	*	DebugUIObject/Text	f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7	8	5paw5paH5pys
serialized_1ebafd3a6e18119d	exact	*	DebugUIObject/Value	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	1	LQ==
serialized_abef844258d1b820	exact	*	DebugUIObjectList/Panel/Decrement	dabd3aff769f07eb2965401eb029974ebba3407afd02b26ddb564ea5f8efae72	1	PA==
serialized_eb8a71a0e0db6ee9	exact	*	DebugUIObjectList/Panel/Increment	62b67e1f685b7fef51102005dddd27774be3fee38c42965c53aab035d0b6b221	1	Pg==
serialized_3eb9ca2c4b646a7f	exact	*	DebugUIObjectList/Panel/Value	54108dafaac5aca21c195078149151f46c91f5d7fa036238bcd4f1d0dc2cacf7	4	5p6a5Li+
serialized_496d6328fe9d17e3	exact	*	DebugUIObjectList/Text	3b3b53c2a6bdd088d8b0fa6b73274972db439f6ae25393f680a77d6112cded94	6	d2liYmxl
serialized_e90519be6a30ea8d	exact	*	DebugUIObjectPopupField/Panel/Decrement	dabd3aff769f07eb2965401eb029974ebba3407afd02b26ddb564ea5f8efae72	1	PA==
serialized_13ceefc2091fa598	exact	*	DebugUIObjectPopupField/Panel/Increment	62b67e1f685b7fef51102005dddd27774be3fee38c42965c53aab035d0b6b221	1	Pg==
serialized_47c3bda2f0551224	exact	*	DebugUIObjectPopupField/Panel/Value	54108dafaac5aca21c195078149151f46c91f5d7fa036238bcd4f1d0dc2cacf7	4	5p6a5Li+
serialized_a434845b21fd4eac	exact	*	DebugUIObjectPopupField/Text	3b3b53c2a6bdd088d8b0fa6b73274972db439f6ae25393f680a77d6112cded94	6	d2liYmxl
serialized_4275a5cb3203ff5a	exact	*	DebugUIPanel/Footer/Panel/Reset Button/Text	daee7606b339f3c339076fe2c9f372a3ff40c8ee896005d829c7481b64ca5303	5	6YeN572u
serialized_7e42380663e488f0	exact	*	DebugUIPanel/Header/Panel/Next/Text	e93521b2f399211140a1bc409fae86b41f5256ae32d28caf64628dd1e2748f25	3	Pj4+
serialized_4598ca191d12643e	exact	*	DebugUIPanel/Header/Panel/Previous/Text	bca39427ce4cc155156a3bb972c8298cce862c873d51dbb27074daa274763787	3	PDw8
serialized_e769d0cf7e338752	exact	*	DebugUIPanel/Header/Panel/Title	a3bd42ab64a5a1fb358e159ef450b1befe3f9153914d7d847120939b1e4d0c21	11	6Z2i5p2/5qCH6aKY
serialized_8ac5f610e1e76242	exact	*	DebugUIProgressBar/Panel/Value	4bbdae413f96e0857efa1e6e95a92097125a8b5092117c3263cbcfd16ee98867	4	MCAlCg==
serialized_3e3c26d9e0364552	exact	*	DebugUIProgressBar/Text	f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7	8	5paw5paH5pys
serialized_57ca8be88830cde3	exact	*	DebugUIRow/Header/Text	b4e492c53f54e75f0a5356b4fa5d8cca100ad7936377a0dd40e5045558c75943	8	5oqY5Y+g6Z2i5p2/Cg==
serialized_90e6678b9bda930c	exact	*	DebugUIToggle/Text	f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7	8	5paw5paH5pys
serialized_8422256b3f5f10cb	exact	*	DebugUIToggleHistory/Text	94ee059335e587e501cc4bf90613e0814f00a7b08bc7c648fd865a2af6a22cc2	4	5rWL6K+V
serialized_0ecf6d78429f3006	exact	*	DebugUIUIntField/Panel/<	dabd3aff769f07eb2965401eb029974ebba3407afd02b26ddb564ea5f8efae72	1	PA==
serialized_b0e557edc67014d9	exact	*	DebugUIUIntField/Panel/<<<	bca39427ce4cc155156a3bb972c8298cce862c873d51dbb27074daa274763787	3	PDw8
serialized_2f99eb03228b5fe9	exact	*	DebugUIUIntField/Panel/>	62b67e1f685b7fef51102005dddd27774be3fee38c42965c53aab035d0b6b221	1	Pg==
serialized_373d75224ef56462	exact	*	DebugUIUIntField/Panel/>>>	e93521b2f399211140a1bc409fae86b41f5256ae32d28caf64628dd1e2748f25	3	Pj4+
serialized_70f65e201bc932ba	exact	*	DebugUIUIntField/Panel/UInt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	MA==
serialized_3b1ae623c7c33953	exact	*	DebugUIUIntField/Text	f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7	8	5paw5paH5pys
serialized_16baae583b2c3730	exact	*	DebugUIValue/Text	f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7	8	5paw5paH5pys
serialized_923703db8c42cbcf	exact	*	DebugUIValue/Value	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	1	LQ==
serialized_4cae6b91af416c37	exact	*	DebugUIValuePersistent/Text	f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7	8	5paw5paH5pys
serialized_5956df93e3881b5d	exact	*	DebugUIValuePersistent/Value	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	1	LQ==
serialized_4cd6c80cb6935611	exact	*	DebugUIValueTuple/Text	f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7	8	5paw5paH5pys
serialized_ad1043f9c1670cac	exact	*	DebugUIValueTuple/Value	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	1	LQ==
serialized_c49cc11dd129421a	exact	*	DebugUIVector2/Content/X/Float	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	1	MA==
serialized_9d251cc5b9def9c8	exact	*	DebugUIVector2/Content/Y/Float	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	1	MA==
serialized_0b2c9dea0a71c2d2	exact	*	DebugUIVector2/Header/Text	e494d4f0078385a17b8d1dae21ff5544ef91905533a4d34a4fb543585edeadc4	8	VmVjdG9yMgo=
serialized_d714851172dd1533	exact	*	DebugUIVector3/Content/X/Float	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	1	MA==
serialized_32d6620c0373e3b7	exact	*	DebugUIVector3/Content/Y/Float	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	1	MA==
serialized_7e671851fda706fe	exact	*	DebugUIVector3/Content/Z/Float	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	1	MA==
serialized_5276d6d75dbbf201	exact	*	DebugUIVector3/Content/Z/Text	bbeebd879e1dff6918546dc0c179fdde505f2a21591c9a9c96e36b054ec5af83	1	Wg==
serialized_324e24b176a9524c	exact	*	DebugUIVector3/Header/Text	5b40b03084578fcb169d710575d182fbd441d99dc1710eebfed32d20902905f5	8	VmVjdG9yNAo=
serialized_1aa2239ff1a6a723	exact	*	DebugUIVector4/Content/W/Float	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	1	MA==
serialized_2f4b572949b5fd12	exact	*	DebugUIVector4/Content/X/Float	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	1	MA==
serialized_a8847cee4bac1ed7	exact	*	DebugUIVector4/Content/Y/Float	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	1	MA==
serialized_36d59f41e2055e3a	exact	*	DebugUIVector4/Content/Z/Float	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	1	MA==
serialized_1b092f099c9efdf1	exact	*	DebugUIVector4/Content/Z/Text	bbeebd879e1dff6918546dc0c179fdde505f2a21591c9a9c96e36b054ec5af83	1	Wg==
serialized_4fee22fae2bca099	exact	*	DebugUIVector4/Header/Text	5b40b03084578fcb169d710575d182fbd441d99dc1710eebfed32d20902905f5	8	VmVjdG9yNAo=
serialized_2b20fe3601d8b6c1	exact	*	DialogueManager/DialogueCanvas/GameObject/CharacterBorder/DialogueName	1405a63e8a78b85c1b035b3c5277e3cc39fa98621c110bc522c85547d8afab1a	9	6KeS6Imy
serialized_074e4cbea5814c4a	exact	*	DialogueManager/DialogueCanvas/GameObject/DialogueText	62bb1b911e341016d569fc3e0ca85572117b40734385b4c3e274a6629919007c	244	5YGa5b6X5aW977yB5oiR5Lus5bey57uP6L+b5YWl5Zu+5Lmm6aaG44CC6KaB5YmN5b6A5LiL5LiA5YWz77yM5b+F6aG75om+5Yiw6L+Z54mH5Yy65Z+f6YeM55qE6ZKl5YyZ44CC5bCP5b+D5oCq54mp77yM5a6D5Lus5r2c5LyP5Zyo6buR5pqX5Lit77yM5oiR5Lus5b+F6aG75L+d5oyB6K2m5oOV44CC6K6w5L2P77yM5q+P6LWw5LiA5q2l77yM5oCq54mp5Lmf5Lya56e75Yqo44CCIA==
serialized_2461d0abbc46cf91	exact	*	DialogueManager/DialogueCanvas/GameObject/SkipDialogue/Text (TMP)	28d03596d24eeb4eab2d6fe21ca1cb95be7cb1fa6f92933db05e2cc4f4cdfa06	4	6Lez6L+H
serialized_c352c3a26914804c	exact	*	SpeedrunManager/Canvas/FinalCanvas/CCLabel	90ab2fbf7f7f3158e3a4f7447cb1610746448e9c1563d492e44c62869d486efb	24	5bey5pS26ZuG5pS26JeP5ZOB77yaIA==
serialized_c818e7ed9dd06340	exact	*	SpeedrunManager/Canvas/FinalCanvas/CloseButton/TitleText	7d9eb7acb13e24625c404401d8e88b2350e32162455885f18276cf802f7701ed	5	5YWz6Zet
serialized_7fae183ae6156a85	exact	*	SpeedrunManager/Canvas/FinalCanvas/CTLabel	17fcf60ec0cce715e4bc7b7e09d32c2402aab3db16b89f3960d1057b4c5a22e9	11	5a6M5oiQ5pe26Ze077ya
serialized_5d32847359b0ce12	exact	*	SpeedrunManager/Canvas/FinalCanvas/SALabel	8609e8602c2906c13fe2278eaf466d3c23cbda9d4c5e7d0b78c321e5c07c2e6b	13	6I635b6XIEErIOeahOWFs+WNoe+8miA=
serialized_e2bf584822675bb7	exact	*	SpeedrunManager/Canvas/FinalCanvas/SCLabel	ae2a36ffa6c674f2de5c5d38092a2607c51d5eccbd535d7539fe63e95712bc07	16	5bey5a6M5oiQ5YWz5Y2h77yaIA==
serialized_357db924c62873c5	exact	*	SpeedrunManager/Canvas/FinalCanvas/TitleText	4d3165bd0c2b3bf5f5c576704537c60f79a7dcf1114b342ae197bb464d3f4067	18	6YCf6YCa5a6M5oiQ77yB
serialized_0f5c58cba2a0f39b	exact	*	SpeedrunManager/Canvas/FinalCanvas/Verification	2f7f07682d78348998ebeefe74bf65fe1c4f640d1a920f286f8d9dad1b123e0c	6	5Luj56CB77yaIA==
serialized_757758257892dc23	exact	*	SpeedrunManager/Canvas/ThankYouCanvas/ThankYouNote/CloseButton/TitleText	7d9eb7acb13e24625c404401d8e88b2350e32162455885f18276cf802f7701ed	5	5YWz6Zet
serialized_acd94df382c30d00	exact	*	SpeedrunManager/Canvas/ThankYouCanvas/ThankYouNote/ThankYouText	ea95cefc3d6673671b007d947155869b2e0d199b98c0c00289d2dae97733d364	312	5oGt5Zac77yB6L+Z5qCH5b+X552AIEVycmF0dW3vvJrnrKzkuIDnq6DnmoTnu5PmnZ/jgILluIzmnJvkvaDllpzmrKLmiJHku6znmoTmuLjmiI/vvJvkvZzkuLrkuIDkuKrlt6XkvZzlrqTvvIzmiJHku6zov6vkuI3lj4rlvoXmg7PorqnkvaDmjqLntKLmnKrmnaXnmoTmm7TmlrDkuI7pobnnm67vvIHmrKLov47liqDlhaXnpL7kuqTlqpLkvZPkuIrnmoTnpL7ljLrvvIzlkYror4nmiJHku6zkvaDlr7nov5nmrKHkvZPpqoznmoTnnIvms5XjgILlnKjmraTmnJ/pl7TvvIzokoLlsJTlvrflkozpn6blhbnlj6Tmlq/kvJrmg7Plv7XkvaDnmoTvvIE=
serialized_098e652aeba3fc53	exact	*	SpeedrunManager/Canvas/ThankYouCanvas/ThankYouNote/TitleText	cdd2fb2d19c934d9a56255c937b731d4bd82a5d40c4909e49a0968c9344bb4da	10	6LCi6LCi77yB
serialized_cbcc4d4fcff440f8	exact	*	UIManager/GameOverCanvas/AlternativeStageButton/Text (TMP)	4d8357a012e7ce000781115d20bda7da7f015976d330b922005eafa6b1bff0fc	26	5pyJ5YW25LuW5Zyw5Zu+5Y+v55So77yB
serialized_0765f16eca7a4a78	exact	*	UIManager/GameOverCanvas/GameOverExitButton/Text (TMP)	d17d84a604994b722db37b35860b1ac7e8d9e43e725d0eb50702a9f7228a2999	4	6YCA5Ye6
serialized_952e986105c1c96d	exact	*	UIManager/GameOverCanvas/GameOverReplayButton/Text (TMP)	82959974e9e29f102ebc1b02c9592f1dfe9b67f4e6c7daf26e95294e5e501039	10	5YaN546p5LiA5qyh
serialized_a71e3094e8de0c9c	exact	*	UIManager/GameOverCanvas/Text	71f10eb014cbdf8bd8d800a3e244226b92197ed0137371cddf77f5e18224b1d1	9	5ri45oiP57uT5p2f
serialized_91e7b03086d796c6	exact	*	UIManager/Gameplay/ExitPanel/ResetMapButton/Text (TMP)	6ada28745f14dd60dbe5dc2b648e57f67ca6e127a018575d3f02bcd81325e3f7	9	6YeN572u5Zyw5Zu+
serialized_8c198a475be46783	exact	*	UIManager/Gameplay/ExitPanel/ReturnButton/Text (TMP)	b8d99df1066e656219062abd3b949249d34060517eb78640da3f1e6a807c273a	7	6L+U5Zue
serialized_078d24d814672c2d	exact	*	UIManager/Gameplay/ExitPanel/Scramble/Text (TMP)	04e41c6b93a30a5ecee3f57c641edf21a24bafd0454832ff725c09ea567a6125	18	5omT5Lmx5L2N572u
serialized_04ab449d9486d172	exact	*	UIManager/Gameplay/ExitPanel/Text (TMP)	96ab1e7c8f9bdc234a8fddc145983afd70e283e0e5ffbb0bae32e9a7521731bb	12	6YeN572u5YWz5Y2h77yf
serialized_795bed9a818e3de4	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/Buttons/SettingsGameplay/Text (TMP)	31bcb8940fffb7d1328e4d989be6708a48e564d490a873652d6ea64f58156711	8	5ri45oiP546p5rOV
serialized_1475e59b84a1a4dc	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/Buttons/SettingsSound/Text (TMP)	46124e023603420f8670526e3eb9a603935e8916cb8e0428ea84bbe42d85d297	5	5aOw6Z+z
serialized_2e26869d055c79d8	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/Button/Text (TMP)	f942d1e183d020b635794546c43b30dc4da379b9bbc0c3a1ab5f1191fdb605e1	11	5Yig6Zmk5a2Y5qGj
serialized_044ac45bb77f5993	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/Debug/Text (TMP)	5166b427e058fc7b521ff00300c66db8411482bc718b5c57d7cde12932ef1043	13	6LCD6K+V5qih5byP5byA5ZCv
serialized_29c5071b24facc7a	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/DebugCode/Button/Text (TMP)	49e49bb4401e67bd54ffe1e9ab6c2af87ddad0cdc8ca1c84ba1b4e94234438ba	8	55Sf5oiQ
serialized_0f6bbb416c0ca106	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/DebugCode/Text (TMP)	533a839c96ded0f37d8de00c9a98530dbc116b4e77a87f2484a8dbb1104b58c2	10	6LCD6K+V5Luj56CB
serialized_a9601ec25609836e	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/EasyMode/Text (TMP)	8307dce6de1c1526aaac98db0c8a58bca365e523a9949c64a5065db3a8e7ce61	9	566A5piT5qih5byP
serialized_ff0311a91359353e	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/LightingMode/Text (TMP)	dd730cebcca12f35312a61d55a4a4100d7124068c2151595dd01e44d5722b175	13	54Wn5piO5qih5byP
serialized_1ef54376a3f488e3	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/MoveSpeed/Text (TMP)	264e2bd40c1853d5c30adec154d443186f75414995d2f27cfcb7969f9f41f893	10	56e75Yqo6YCf5bqm
serialized_da0e2a31d9fe2d61	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/RoguelikeMode/Text (TMP)	2815c5af1e32157e9b6b2ca41648355f6f0d2c64b5625f1351456ad2f45fdcc3	14	6IKJ6bi95qih5byP
serialized_c6a861d6702c345c	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/RoguelikeType/Text (TMP)	86958b91b8535877f9bb010e09e057bfbc64513a7c91662df3fd7a110617dbef	18	5ZCM5pe25omT5Lmx546p5a62
serialized_bb83a157b0afc744	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/SpeedMode/Text (TMP)	c795f88a83def7a3cbd5595fca71f880d982c59c50e41bea0ca387751281a4a6	10	6YCf5bqm5qih5byP
serialized_f77a63c05bffa54a	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/Status Message/Text	533a839c96ded0f37d8de00c9a98530dbc116b4e77a87f2484a8dbb1104b58c2	10	6LCD6K+V5Luj56CB
serialized_118d1e6890a15637	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/Unlock All/Button/Text (TMP)	4ac709aa58bcfe5dca223072cd22986a2ad4e15f577c344466851b65322e416c	6	6Kej6ZSB
serialized_c8a00be1267d84fa	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/Unlock All/Text (TMP)	59b3d9293ab54300f8c5ce96ea06eea0b5646d9db24cc17498cae6a006fb52d8	10	5YWo6YOo6Kej6ZSB
serialized_4b0173e7a2305556	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/Unlock Collectibles/Button/Text (TMP)	4ac709aa58bcfe5dca223072cd22986a2ad4e15f577c344466851b65322e416c	6	6Kej6ZSB
serialized_0daca3422f5584c2	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/Unlock Collectibles/Text (TMP)	25562e29e2a63cfaee53f0c7afe602da8565a4cc297e9cbbb2e24b766a50ea2c	23	6Kej6ZSB5omA5pyJ5pS26JeP5ZOB
serialized_7922436603ac1847	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/Unlock Stages/Button/Text (TMP)	4ac709aa58bcfe5dca223072cd22986a2ad4e15f577c344466851b65322e416c	6	6Kej6ZSB
serialized_bc3ef4e1a40d4ea2	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/Unlock Stages/Text (TMP)	9b5e3e9cf2ee80b8ad04d867b39ba06708edc21ebb90064c9f7db6a6513b2d52	17	6Kej6ZSB5omA5pyJ5YWz5Y2h
serialized_d7b01909c5cea1d5	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/DebugSettings/Viewport/Content/WaitButton/Text (TMP)	f9ff3305c25ccceeb5dcb40a6ca3da91412640fac9ac4db9be9ae567fe5fa05a	14	5byA5ZCv562J5b6F5oyJ6ZKu
serialized_35b5dc4e22ed6474	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Interact/ResetToDefaultButton/Text	daee7606b339f3c339076fe2c9f372a3ff40c8ee896005d829c7481b64ca5303	5	6YeN572u
serialized_3c63cec3ce21bca6	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Interact/Text	04adda4ac0c788b8fd0d1ab8ac3ac5e4f88d92504a0c8f501ae0a7fc11317275	8	5LqS5Yqo
serialized_190e4c411e80d650	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Lux/ResetToDefaultButton/Text	daee7606b339f3c339076fe2c9f372a3ff40c8ee896005d829c7481b64ca5303	5	6YeN572u
serialized_7968c14e71d51264	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Pause/ResetToDefaultButton/Text	daee7606b339f3c339076fe2c9f372a3ff40c8ee896005d829c7481b64ca5303	5	6YeN572u
serialized_6b45f55bafdb58c7	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Pause/Text	858e4ba7a29fd38b630ed73a79e2738333b3fc6778fafa90252f5556c1262fdc	5	5pqC5YGc
serialized_33f9f04789fa347a	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Pause/TriggerRebindButton/ActionBindingText	e4bb9f1ece9af9264a3b9e3913bbdb2cf497457167b14ced5f85688bfde74644	5	5byA5aeL
serialized_d241d367bbe51dfa	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Restart/ResetToDefaultButton/Text	daee7606b339f3c339076fe2c9f372a3ff40c8ee896005d829c7481b64ca5303	5	6YeN572u
serialized_019223224ff09e47	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Restart/Text	6b983a81e5e8099e4e23a368e72636e31f029f2e691e5be714106b8cf59d70a7	7	6YeN5paw5byA5aeL
serialized_8da3505024fec6f7	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Wait/ResetToDefaultButton/Text	daee7606b339f3c339076fe2c9f372a3ff40c8ee896005d829c7481b64ca5303	5	6YeN572u
serialized_552f64466cc54e87	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Scroll View/Viewport/Content/Wait/Text	26b83994dca8b4b483edc45464ba07a5bde05cb7e6c5c61bb2e66da9d1e15fc7	4	562J5b6F
serialized_c1a9a40322ff85a8	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/Background/Title	60b0fd72c118ad1b218bc1f50ad206c1ceacea3587e16b162b179a1227bc80a0	19	5omL5p+E5o6n5Yi2
serialized_9ee2d084afd98abe	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/RebindOverlay/DuplicateWarning	130a3bfcd6aa0131141feb7c56b278383bb6e5d52e3705d7fca95f3a5c2237bb	37	5oyJ6ZSu5bey6YeN5aSN77yM6K+36YeN6K+V44CC
serialized_faabb79886d6a844	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GamepadControlsPopUp/RebindOverlay/Text (TMP)	3d40ea985fc50d337dcf0845617df562c9b3ab30bbd0475b5cd982b1af5fb233	23	562J5b6F5oyJ6ZSu57uR5a6a4oCm4oCm
serialized_3f456018a214cb1e	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GameplaySettings/Viewport/Content/Gamepad Controls/OpenGamepadControlsButton/Text (TMP)	464c4ffd019e1e9691dcf0537c797353ef2b1c1d4833d3d463e5b74ae4547344	4	57yW6L6R
serialized_0e9ad68b63b8afe6	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GameplaySettings/Viewport/Content/Gamepad Controls/Text	124e0720881b56149942ef46baa458ab4b61a9c50b8b8b75d64acc185b4a81e6	16	5omL5p+E5o6n5Yi2
serialized_0c8d5296a01f68af	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GameplaySettings/Viewport/Content/GridOpacitySlider/Text	2e19777e05a120e21c73dea90b281e563df8721b17f4612d0379a4c122654efd	12	572R5qC85LiN6YCP5piO5bqm
serialized_2a84865610f635d4	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GameplaySettings/Viewport/Content/KeyboardControls/OpenKeyboardControlsButton/Text (TMP)	464c4ffd019e1e9691dcf0537c797353ef2b1c1d4833d3d463e5b74ae4547344	4	57yW6L6R
serialized_e9b0c3dc1a11422a	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GameplaySettings/Viewport/Content/KeyboardControls/Text	c430842ee866da1b7c4872728970912e6ebb0071ba73daa2c904e59b569aba2e	17	6ZSu55uY5o6n5Yi2
serialized_47227c914587c177	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GameplaySettings/Viewport/Content/ShowDpad/Text	db93252b2be1d5fc07ced199f4de75e2b60baaa463a10efb6e886c75d2ff074f	21	5pi+56S656e75Yqo5oyJ6ZKu
serialized_7c81a23fa8f09030	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GameplaySettings/Viewport/Content/SigilSize/Text	df0a6793c639d86c46d2934fd3f493295fb327a6bcbd7a56bf302bb09dcec11d	10	56ym5Y2w5aSn5bCP
serialized_25a3903578258ac9	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GameplaySettings/Viewport/Content/SkipReset/Text	39bedaa7a99830101837aad56b7b822242cb8049c3c0cb586931785c6f5888ee	23	6Lez6L+H6YeN572u56Gu6K6k
serialized_6703c2ae3c7cf6a6	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/GameplaySettings/Viewport/Content/TypingSpeed/Text	faaa194fd3f500089453aa1859bd3c101ff727cca36bc8302bfc75021034bc93	10	5paH5a2X6YCf5bqm
serialized_65b0632f02ccd02d	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/KeyboardControlsPopUp/Background/Scroll View/Viewport/Content/Interact/ResetToDefaultButton/Text	daee7606b339f3c339076fe2c9f372a3ff40c8ee896005d829c7481b64ca5303	5	6YeN572u
serialized_ee1bb7e0472a6d03	exact	*	UIManager/Gameplay/MenuPanel/Book/SettingsMenuPanel/KeyboardControlsPopUp/Background/Scroll View/Viewport/Content/Interact/Text	04adda4ac0c788b8fd0d1ab8ac3ac5e4f88d92504a0c8f501ae0a7fc11317275	8	5LqS5Yqo
